sport_code,scope_type,scope_code,phase_code,goal_code,primary_template_category,session_block_order,priority_basis,rank_1_category,rank_1_weight,rank_2_category,rank_2_weight,rank_3_category,rank_3_weight,rank_4_category,rank_4_weight,rank_5_category,rank_5_weight,rank_6_category,rank_6_weight,rank_7_category,rank_7_weight,rank_8_category,rank_8_weight
running,event,5k,specific_preparation,general_performance,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.55,high_intensity_aerobic_power,0.4,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15
running,event,5k,specific_preparation,strength_power,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,maximum_strength,0.6,aerobic_capacity,0.55,high_intensity_aerobic_power,0.4,calf_soleus_capacity,0.35,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15
running,event,5k,specific_preparation,speed_movement,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.55,high_intensity_aerobic_power,0.4,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15
running,event,5k,specific_preparation,conditioning,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,1.0,aerobic_capacity,0.85,high_intensity_aerobic_power,0.7,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15
running,event,5k,competition,general_performance,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.55,calf_soleus_capacity,0.35,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2
running,event,5k,competition,strength_power,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.55,maximum_strength,0.5,calf_soleus_capacity,0.35,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,performance_preparation,0.2,trunk_force_transfer,0.2
running,event,5k,competition,speed_movement,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.55,calf_soleus_capacity,0.35,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2
running,event,5k,competition,conditioning,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,1.0,aerobic_capacity,0.85,high_intensity_aerobic_power,0.6,calf_soleus_capacity,0.35,hamstring_capacity,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2
running,event,5k,transition,general_performance,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,mobility_range_capacity,0.3,recovery_management,0.3
running,event,5k,transition,strength_power,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,maximum_strength,0.6,calf_soleus_capacity,0.35,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,mobility_range_capacity,0.3,recovery_management,0.3
running,event,5k,transition,speed_movement,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,high_intensity_aerobic_power,0.3,mobility_range_capacity,0.3,recovery_management,0.3
running,event,5k,transition,conditioning,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,1.0,aerobic_capacity,0.95,high_intensity_aerobic_power,0.6,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,mobility_range_capacity,0.3,recovery_management,0.3
running,event,10k,general_preparation,general_performance,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.8,threshold_capacity,0.7,maximum_strength,0.45,calf_soleus_capacity,0.4,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,high_intensity_aerobic_power,0.1
running,event,10k,general_preparation,strength_power,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.8,maximum_strength,0.75,threshold_capacity,0.7,calf_soleus_capacity,0.4,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,high_intensity_aerobic_power,0.1
running,event,10k,general_preparation,speed_movement,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.8,threshold_capacity,0.7,maximum_strength,0.45,calf_soleus_capacity,0.4,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,high_intensity_aerobic_power,0.1
running,event,10k,general_preparation,conditioning,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,1.0,threshold_capacity,1.0,maximum_strength,0.45,calf_soleus_capacity,0.4,high_intensity_aerobic_power,0.4,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25
running,event,10k,specific_preparation,general_performance,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,high_intensity_aerobic_power,0.2,mobility_range_capacity,0.15
running,event,10k,specific_preparation,strength_power,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,maximum_strength,0.6,calf_soleus_capacity,0.35,hamstring_capacity,0.3,trunk_force_transfer,0.2,high_intensity_aerobic_power,0.2,mobility_range_capacity,0.15
running,event,10k,specific_preparation,speed_movement,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,high_intensity_aerobic_power,0.2,mobility_range_capacity,0.15
running,event,10k,specific_preparation,conditioning,threshold_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,1.0,aerobic_capacity,0.95,high_intensity_aerobic_power,0.5,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15
running,event,10k,competition,general_performance,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,hamstring_capacity,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2,recovery_management,0.2
running,event,10k,competition,strength_power,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,maximum_strength,0.5,calf_soleus_capacity,0.35,hamstring_capacity,0.3,performance_preparation,0.2,trunk_force_transfer,0.2,recovery_management,0.2
running,event,10k,competition,speed_movement,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,0.7,aerobic_capacity,0.65,calf_soleus_capacity,0.35,hamstring_capacity,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2,recovery_management,0.2
running,event,10k,competition,conditioning,threshold_capacity,performance_preparation;maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;threshold_capacity;aerobic_capacity;high_intensity_aerobic_power,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",threshold_capacity,1.0,aerobic_capacity,0.95,high_intensity_aerobic_power,0.4,calf_soleus_capacity,0.35,hamstring_capacity,0.3,performance_preparation,0.2,maximum_strength,0.2,trunk_force_transfer,0.2
running,event,10k,transition,general_performance,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,threshold_capacity,0.7,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,mobility_range_capacity,0.3,recovery_management,0.3,trunk_force_transfer,0.2
running,event,10k,transition,strength_power,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,threshold_capacity,0.7,maximum_strength,0.6,calf_soleus_capacity,0.35,hamstring_capacity,0.3,mobility_range_capacity,0.3,recovery_management,0.3,trunk_force_transfer,0.2
running,event,10k,transition,speed_movement,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,threshold_capacity,0.7,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,mobility_range_capacity,0.3,recovery_management,0.3,trunk_force_transfer,0.2
running,event,10k,transition,conditioning,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;aerobic_capacity;threshold_capacity;high_intensity_aerobic_power;mobility_range_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,1.0,threshold_capacity,1.0,high_intensity_aerobic_power,0.4,calf_soleus_capacity,0.35,maximum_strength,0.3,hamstring_capacity,0.3,mobility_range_capacity,0.3,recovery_management,0.3
running,event,half_marathon,general_preparation,general_performance,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.9,threshold_capacity,0.6,calf_soleus_capacity,0.5,maximum_strength,0.45,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,,
running,event,half_marathon,general_preparation,strength_power,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.9,maximum_strength,0.75,threshold_capacity,0.6,calf_soleus_capacity,0.5,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,,
running,event,half_marathon,general_preparation,speed_movement,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.9,threshold_capacity,0.6,calf_soleus_capacity,0.5,maximum_strength,0.45,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,,
running,event,half_marathon,general_preparation,conditioning,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,1.0,threshold_capacity,0.9,calf_soleus_capacity,0.5,maximum_strength,0.45,hamstring_capacity,0.35,trunk_force_transfer,0.25,mobility_range_capacity,0.25,,
running,event,half_marathon,specific_preparation,general_performance,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,threshold_capacity,0.6,calf_soleus_capacity,0.45,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15,,
running,event,half_marathon,specific_preparation,strength_power,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,maximum_strength,0.6,threshold_capacity,0.6,calf_soleus_capacity,0.45,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15,,
running,event,half_marathon,specific_preparation,speed_movement,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.75,threshold_capacity,0.6,calf_soleus_capacity,0.45,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15,,
running,event,half_marathon,specific_preparation,conditioning,aerobic_capacity,maximum_strength;calf_soleus_capacity;hamstring_capacity;trunk_force_transfer;aerobic_capacity;threshold_capacity;mobility_range_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,1.0,threshold_capacity,0.9,calf_soleus_capacity,0.45,maximum_strength,0.3,hamstring_capacity,0.3,trunk_force_transfer,0.2,mobility_range_capacity,0.15,,
